Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zwrot,Beta
2006-01-04,78.2095,78.2095,75.5345,77.8018,668344.47196619,0.016150940636215916,1.5590789214564118
2006-01-05,77.5952,77.5952,75.3286,76.5652,373959.02530363,-0.015894233809500502,1.2654969195525845
2006-01-06,76.771,77.3975,75.7411,76.5652,689125.20413796,0.0,1.2917789065435614
2006-01-09,77.1836,77.8018,75.9541,76.1527,546889.80164759,-0.0053875651079081655,1.2849748384026907
2006-01-10,75.7411,76.1527,73.6868,73.6868,510664.13159662,-0.03238099240079462,1.2584570480846926
2006-01-11,74.9233,75.9541,73.8934,75.7411,486149.45839911,0.027878805973390097,1.3129278892027005
2006-01-12,75.7411,76.3593,74.5117,75.7411,369543.7081783,0.0,1.348294453825455
2006-01-13,73.2751,73.6868,72.4533,72.4533,626999.80910887,-0.043408400458931906,1.311556297546547
2006-01-16,72.4533,73.4809,72.4533,72.865,542889.50451019,0.005682280862293387,1.400096950831581
2006-01-17,73.2751,74.0993,71.8367,73.0709,500623.12561998,0.0028257736910726194,1.2697320034742552
2006-01-18,71.8367,72.6527,70.8026,71.6252,295926.59551326,-0.01978489384967186,1.2514422680315331
2006-01-19,72.865,74.5117,72.6527,73.4809,366425.48337346,0.02590847913862726,1.2587982304579928
2006-01-20,73.6868,75.1228,72.865,74.3051,179640.47262644,0.011216520211374537,1.257967692931932
2006-01-23,73.2751,75.9541,72.2483,75.9541,194233.07094833,0.022192285590087346,1.2819309602522495
2006-01-24,75.7411,75.7411,73.2751,73.8934,295133.72150647,-0.027130859295284915,1.2270385459548627
2006-01-25,74.9233,74.9233,72.865,73.8934,345549.35854775,0.0,1.2477817269874554
2006-01-26,73.6868,73.6868,72.2483,72.865,446104.36559355,-0.013917345798136305,1.2137933257898397
